id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
43188346,habitación privada junto al parque owo,52014877,Inti Tonatiuh,,Benito Juárez,19.39937,-99.14194,Private room,250,1,0,,,1,90
43189149,Roma norte well illuminated  2 bedroom & 2 balcony,216454827,Mariana,,Cuauhtémoc,19.42121,-99.16874,Entire home/apt,1800,4,0,,,1,360
43189390,Departamento  céntrico,59648551,Ana,,Venustiano Carranza,19.453,-99.11697,Entire home/apt,680,14,0,,,3,365
43190530,Hermoso departamento de lujo en Polanco,342955688,Jesús Ricardo,,Miguel Hidalgo,19.43488,-99.19998,Entire home/apt,11700,1,0,,,1,365
43190534,Nuevo Departamento PH cerca de Reforma CDMX,177755056,Alejandra,,Cuauhtémoc,19.43005,-99.15181,Entire home/apt,880,1,6,2020-11-21,0.79,4,365
43196718,HABITACION A 8 CUADRAS DE ANTARA POLANCO,122225789,Adriakas,,Miguel Hidalgo,19.44658,-99.21005,Private room,207,60,0,,,1,90
43197205,Habitación privada cerca del Metro,267940972,Osvaldo,,Iztapalapa,19.38415,-99.03276,Private room,355,1,5,2021-01-13,0.77,1,365
43197216,New/Ellegant 2BD/2BR Escandón -Next to Condesa/WTC,61177838,Antonio,,Miguel Hidalgo,19.40371,-99.18162,Entire home/apt,1000,2,1,2020-07-29,0.14,1,354
43198747,Habitación Para Novios Privada de paso sin Baño,342326497,Margarita,,Iztapalapa,19.32195,-99.08321,Private room,239,1,0,,,4,365
43198987,Stunning and Well Lit Apartment in Roma Norte,89885503,Rene,,Cuauhtémoc,19.41165,-99.1652,Entire home/apt,2684,1,4,2020-11-20,0.50,2,179
43203817,Unique apartment with stunning views of the city @ SANTA FE-CDMX-1504,27449159,Carlos,,Cuajimalpa de Morelos,19.36243,-99.28484,Entire home/apt,1133,2,7,2021-02-10,0.82,18,361
43204772,NSI  Lodging,128276621,Rubén,,Cuauhtémoc,19.41448,-99.15332,Private room,300,2,4,2020-12-09,0.63,1,361
43205142,Peaceful mind Room - Alineacion y descanso,106669360,Gina,,Cuauhtémoc,19.41115,-99.17883,Private room,332,1,0,,,3,365
43205187,Apartment Santo Domingo,52962051,Marcin,,Cuauhtémoc,19.43761,-99.13442,Entire home/apt,600,2,0,,,1,144
43205383,Emporio Ciudad de México,336118145,Hotel Emporio,,Cuauhtémoc,19.43142,-99.15688,Hotel room,0,1,0,,,2,0
43206686,"Depto. de lujo en la Condesa, 3 cuartos, balcón",6485794,Amanda,,Cuauhtémoc,19.41651,-99.17753,Entire home/apt,1533,15,1,2020-12-10,0.38,5,2
43206982,Casa con balcón en Coyoacán,121404683,Pilar,,Coyoacán,19.34029,-99.15005,Entire home/apt,697,1,1,2020-09-24,0.20,1,0
43207184,Depto remodelado en corazón de Condesa,7632571,Zuri,,Cuauhtémoc,19.41261,-99.17317,Entire home/apt,1191,2,0,,,9,64
43207525,"Habitación Popotla, Mariano Escobedo",99413394,Pablo Enrique,,Azcapotzalco,19.45819,-99.17377,Private room,250,15,1,2020-05-08,0.10,2,1
43208284,Habitación con opción a todo el depa amueblado!,250785559,Jasiel,,Miguel Hidalgo,19.45702,-99.21211,Private room,300,1,11,2020-12-29,1.30,3,365
43208592,"Lugar tranquilo, ideal para poder descansar.",344039347,Claudia Gabriel,,Coyoacán,19.32906,-99.12074,Private room,531,1,0,,,1,365
43212323,Loft de lujo cerca de Polanco totalmente equipado,335430384,Ricardo,,Azcapotzalco,19.46407,-99.15889,Entire home/apt,900,1,0,,,2,313
43215810,"Del Valle, Suite 303. Totalmente equipada.",61257507,Ana Verónica,,Benito Juárez,19.3779,-99.15962,Entire home/apt,850,3,2,2020-10-09,0.24,3,363
43216318,Bonito Departamento muy muy céntrico en CDMX,344105756,Raul,,Cuauhtémoc,19.41353,-99.13402,Entire home/apt,503,3,0,,,1,1
43216776,Excelente depa a una cuadra del metro tezozomoc,247524363,Iván,,Azcapotzalco,19.49551,-99.19512,Entire home/apt,730,2,1,2021-01-14,0.70,2,179
43221079,Para descansar y  trabajar cerca de la ciudad,262494333,Rocío,,Cuajimalpa de Morelos,19.33461,-99.32409,Entire home/apt,799,7,0,,,2,365
43223142,A lado del WTC ideal para eventos en Pepsi Center.,11813975,Hector,,Benito Juárez,19.39346,-99.17497,Entire home/apt,1737,2,0,,,1,180
43223251,Suite en Polanco.,27841247,Montserrat,,Miguel Hidalgo,19.43707,-99.18554,Private room,909,1,0,,,20,365
43224210,Casita de fer,344110159,Fernando,,Iztapalapa,19.37101,-99.03922,Entire home/apt,2000,1,0,,,1,365
43227706,Tiny Chamber,107823062,Maritza,,Cuauhtémoc,19.42822,-99.14807,Entire home/apt,454,3,0,,,1,54
43229582,Hermoso cuarto en la Condesa,33979060,Paulo Cesar,,Cuauhtémoc,19.40879,-99.17464,Private room,474,2,0,,,1,179
43230394,Gran habitación y amigos mexicanos,344249536,Alfredo,,Benito Juárez,19.39235,-99.18457,Private room,475,1,0,,,1,299
43233737,Departamento 1 habitación de diseño mid century,344270513,Omar,,Cuauhtémoc,19.45467,-99.14845,Entire home/apt,760,1,0,,,1,365
43236124,C2 Habitación privada con baño cerca de la UNAM,344075870,María Lydia,,Coyoacán,19.33575,-99.18348,Private room,250,1,0,,,3,365
43236415,Brilliant Neocolonial House in Condesa 5bed/5bath,4296667,Andy,,Tlalpan,19.28351,-99.16439,Private room,9714,1,0,,,48,179
43236586,Se alquila bonita habitación nueva,344288803,Angel,,Coyoacán,19.33113,-99.11626,Private room,300,180,0,,,1,365
43237556,Habitación independiente Sur CDMX/hospitales,53188174,Elizabeth,,Xochimilco,19.28199,-99.10625,Private room,450,1,0,,,1,365
43238440,Cabaña La Ribera,163843149,Daniel,,Cuauhtémoc,19.45163,-99.15375,Entire home/apt,400,1,4,2020-11-04,0.47,2,1
43238829,Cuartos en renta dentro de  casa grande colectiva,76459564,Andrea,,Cuauhtémoc,19.4411,-99.16487,Private room,400,60,0,,,1,365
43245019,Bonito Loft a unas cuadras del World Trade Center,50991799,Rocio,,Benito Juárez,19.38989,-99.17219,Entire home/apt,564,3,21,2021-02-22,3.12,3,352
43245855,Hermoso departamento ecléctico en la San Rafael,52230984,Michel,,Cuauhtémoc,19.43269,-99.1602,Entire home/apt,875,1,0,,,1,180
43246311,Habitación para estancias largas,344375655,Hotel,,Cuauhtémoc,19.44339,-99.13898,Private room,518,1,194,2021-02-21,26.10,2,361
43246772,a private room in a shared apartment,111268580,Edyta,,Miguel Hidalgo,19.44449,-99.17629,Private room,250,1,0,,,1,365
43247503,FlowSuites Polanco,318447028,FlowSuites Polanco,,Miguel Hidalgo,19.42918,-99.19296,Hotel room,0,1,0,,,1,0
43247515,FlowSuites WTC,318438430,Flowsuites WTC,,Benito Juárez,19.39492,-99.17583,Hotel room,0,1,0,,,1,0
43247521,Krystal Urban Aeropuerto Ciudad De México,318976763,Krystal Urban Aeropuerto,,Iztapalapa,19.38342,-99.07555,Hotel room,0,1,0,,,1,0
43247525,Krystal Grand Suites Insurgentes Ciudad De México,318980910,Krystal Grand Suites Insurgentes,,Álvaro Obregón,19.35086,-99.18667,Hotel room,0,1,0,,,1,0
43247567,CHAYA B&B,319050749,CHAYA B&B,,Cuauhtémoc,19.43632,-99.1464,Hotel room,0,1,0,,,1,0
43247628,Linda habitación en zona céntrica.,344385403,Mary,,Gustavo A. Madero,19.46946,-99.09729,Private room,241,1,0,,,1,365
43248381,Departamento en CDMX cerca de plazas comerciales,123609459,Octavio,,La Magdalena Contreras,19.31757,-99.24339,Entire home/apt,249,1,15,2021-02-20,1.80,5,356
43248793,Alojamiento al Sur de la Ciudad,344394662,Silvia Maria,,La Magdalena Contreras,19.31745,-99.22223,Private room,300,1,2,2020-12-03,0.70,1,269
43250627,La Roxi casa,344407380,Roxana,,Miguel Hidalgo,19.46196,-99.19285,Entire home/apt,409,1,1,2020-06-24,0.12,1,364
43250742,Hab priv en luminoso y acogedor dpto con balcón I,108315282,Victoria,,Cuauhtémoc,19.40758,-99.1584,Private room,350,7,0,,,4,328
43250894,Casa con vista hermosa de la colonia guerrero,344398236,Carlos,,Cuauhtémoc,19.44702,-99.13653,Entire home/apt,2500,1,0,,,1,365
43254426,Habitación Privada cerca Corporativos Santa Fe 4,193670488,Victor,,Cuajimalpa de Morelos,19.34884,-99.28973,Private room,390,7,0,,,4,179
43255186,Mansión Papilio B&B Suite Juliette,24017549,Enrique,,Coyoacán,19.34685,-99.16301,Private room,2920,1,0,,,6,1
43256895,"Apartamento de lujo sanitizado, cama Queen, CDMX",344441828,Armonik,,Cuauhtémoc,19.42947,-99.17169,Private room,3500,1,0,,,2,365
43258434,"Estudio independiente ""El Lugar del Sol""",343758906,Perla,,Miguel Hidalgo,19.45994,-99.19603,Entire home/apt,418,2,3,2021-01-15,0.97,2,89
43258939,"Apartamento de lujo sanitizado, cama Queen, CDMX",344441828,Armonik,,Cuauhtémoc,19.42915,-99.172,Private room,3500,1,0,,,2,1
43259728,Full Big Apartment in ROMA,66522047,Stefano,,Cuauhtémoc,19.40395,-99.16004,Entire home/apt,4000,2,16,2021-01-31,1.94,8,361
43267834,SUITE independiente para médicos y enfermeros,12194663,Tenorio,,Álvaro Obregón,19.34282,-99.19843,Private room,2000,1,0,,,1,90
43268797,Habitacion Standard-Capital O Viveros de Coyoacan,344515855,Capital O,,Álvaro Obregón,19.35816,-99.17729,Private room,300,1,2,2020-06-21,0.23,1,0
43269106,Centro de CDMX a 1 cuadra Monumento Revolución,319741942,Capital,,Cuauhtémoc,19.43691,-99.15206,Private room,405,1,1,2020-11-30,0.34,4,365
43269350,Habitacion Deluxe - Collection O MO 47,344520174,Collection O,,Cuauhtémoc,19.41323,-99.17418,Private room,625,1,1,2020-07-02,0.13,1,0
43269351,"Departamento amplio, bonito y bien ubicado",165091525,Gabriela,,Azcapotzalco,19.46369,-99.14939,Entire home/apt,1200,1,0,,,1,365
43270013,Magnífico departamento en paseo de la Reforma,207048245,Luis,,Cuauhtémoc,19.43371,-99.15182,Entire home/apt,1652,2,0,,,1,90
43270620,Suite Bella Vista,243368272,Aris,,Cuauhtémoc,19.43374,-99.14476,Entire home/apt,947,2,1,2020-11-21,0.31,1,364
43278260,Award winning apartment in San Angel - Long stays,296736210,Santiago,,Álvaro Obregón,19.33365,-99.20735,Entire home/apt,534,3,7,2021-02-14,1.16,1,30
43278717,Hotel KALI Escandón - Premier King (1 King Bed),227035886,Félix,,Miguel Hidalgo,19.40304,-99.17825,Private room,649,1,0,,,3,365
43284997,Se renta recámara amueblada,210089132,Victor,,Coyoacán,19.30784,-99.11581,Private room,5000,30,0,,,1,365
43285701,Departamento amplio de 1 recámara en San Angel,344655262,Antonio,,Álvaro Obregón,19.34048,-99.20637,Entire home/apt,900,2,1,2020-09-30,0.20,3,365
43291257,Oferta LOFT 1er-11 (Hospital Siglo XXI),96134275,Alma Rosa,,Benito Juárez,19.40308,-99.15527,Entire home/apt,550,1,48,2021-02-14,5.39,11,179
43293213,"Residencial Kaly, departamento amueblado",38938131,Ulises,,Benito Juárez,19.37538,-99.13783,Entire home/apt,580,1,0,,,1,327
43293220,Your home at Reforma 222,33323056,Rocío,,Cuauhtémoc,19.42902,-99.16048,Entire home/apt,890,3,6,2021-02-03,0.81,4,314
43293319,"Departamento de lujo, corazón de Polanco 3 hab 9pax",87298250,Salvador,,Miguel Hidalgo,19.4319,-99.18212,Entire home/apt,1549,7,0,,,1,329
43293323,Hospedaje de lujo a un costo preferente,135222078,Nicole,,Miguel Hidalgo,19.40526,-99.25308,Private room,1000,5,0,,,2,89
43294512,Vista y espejos,259470115,Joe,,Benito Juárez,19.38521,-99.16479,Private room,289,1,5,2020-12-10,1.63,4,356
43299688,Departamento Nuevo! NARVARTE PONIENTE. PROMOCIÓN,17315438,Geo,,Benito Juárez,19.3976,-99.15685,Entire home/apt,650,1,2,2020-09-21,0.26,1,155
43300632,Luminous flat in the heart of Condesa,11205545,Lucile,,Cuauhtémoc,19.41016,-99.17572,Private room,350,7,0,,,2,0
43301535,Recámara  en Balrimore 72,302416783,Richo,,Benito Juárez,19.38232,-99.18047,Private room,250,1,0,,,2,365
43301693,Habitación privada para 2 prs. en Hostal Casa Pepe,261044377,Pepe,,Cuauhtémoc,19.43146,-99.13734,Private room,837,1,1,2020-09-20,0.19,9,246
43303021,Habitación en casa de huéspedes,62859175,Irene,,Álvaro Obregón,19.33716,-99.21598,Private room,249,1,0,,,1,365
43303599,EXPERIMENTA EL VIVIR EN UN FABULOSO HOGAR COYOACAN,91517663,Tania,,Benito Juárez,19.36343,-99.16492,Private room,300,2,0,,,3,146
43308660,"Cool, cozy and comfy apartment in Narvarte.",216411966,Diego,,Benito Juárez,19.39802,-99.15317,Entire home/apt,1033,14,2,2021-02-05,1.50,1,279
43309770,"Habitación confortable con baño propio, con cocina",337736455,Carlos,,Miguel Hidalgo,19.40629,-99.19581,Private room,280,7,5,2020-12-10,0.63,2,180
43310476,"TU OPCIÓN IDEAL!!! Loft EQUIPADO c/Wifi, Lavadora.",22758914,Raquel,,Cuauhtémoc,19.44918,-99.16306,Entire home/apt,327,2,11,2021-01-31,1.40,116,337
43310757,Destination Centro @Donceles Master Loft ⭐⭐⭐⭐⭐,53361285,Destination MX,,Cuauhtémoc,19.43578,-99.14019,Entire home/apt,944,1,13,2020-12-31,2.01,31,24
43310789,Un espacio confortable en Narvarte,147836492,Alí Miguel,,Benito Juárez,19.38785,-99.14277,Private room,400,1,0,,,1,364
43310847,Destination Condesa @Roma Norte Penthouse Loft,53361285,Destination MX,,Cuauhtémoc,19.41693,-99.15896,Entire home/apt,1092,1,15,2021-02-07,1.70,31,349
43310850,Destination Condesa @Nuevo Leon PH,53361285,Destination MX,,Cuauhtémoc,19.41307,-99.17255,Entire home/apt,1510,1,0,,,31,84
43311945,Habitación al sur de la Ciudad de México,203529974,Mirna,,Tlalpan,19.25072,-99.17015,Private room,283,1,0,,,1,365
43317498,SUPERSEGURO Y UBICADISIMO (3) DEPA INDEPENDIENTE.,235572516,Angel,,Benito Juárez,19.38697,-99.18522,Entire home/apt,299,2,0,,,3,90
43320146,Moderno y céntrico departamento - en Puerta Jardín,246360998,Ana Ximena,,Azcapotzalco,19.46568,-99.1576,Entire home/apt,750,2,1,2020-06-15,0.12,1,300
43323796,STAR LOFT - Coyoacan - by INN Society,98976157,Agneta,,Benito Juárez,19.36268,-99.17473,Entire home/apt,1018,2,7,2020-11-21,1.05,1,119
43324522,Apartamento en Corazon de Condesa Trendy,2430320,Diana Margarita,,Cuauhtémoc,19.41393,-99.17312,Entire home/apt,929,1,0,,,3,345
43328958,Dept nuevo Doctores\Brand new flat 15 min downtown,123936768,Jorge,,Cuauhtémoc,19.41516,-99.15076,Entire home/apt,1074,5,0,,,3,179
43333200,Suite por Reforma 222 y Bolsa Mexicana de Valores,345112910,José Luis,,Cuauhtémoc,19.43033,-99.16283,Entire home/apt,600,3,2,2020-11-06,0.46,1,161
43333339,Vida bella,263286824,Francisco,,Cuauhtémoc,19.44733,-99.15401,Private room,650,1,0,,,1,1
43334808,Lighting 2BD / Free Cancelation 30+ days 30% off,22697002,Homing Bird Rental,,Cuauhtémoc,19.41937,-99.17301,Entire home/apt,1322,1,2,2020-10-31,0.41,1,316
43335660,"Excelente,cómodo y seguro departamento en Polanco",345133998,Oscar Olaf,,Miguel Hidalgo,19.44128,-99.18554,Entire home/apt,835,30,0,,,1,365
43336780,Estudio amueblado muy cómodo,74712495,Elizabeth,,Iztapalapa,19.3659,-99.10384,Entire home/apt,450,1,0,,,4,50
43337164,Excelente para disfrutar!,120896003,Fernando,,Miguel Hidalgo,19.44521,-99.18633,Private room,350,5,0,,,1,364
43339931,Enamórate de la cdmx con la terraza y cultura,182062604,Luis Ivan,,Cuauhtémoc,19.40682,-99.13355,Private room,368,1,1,2021-01-23,0.88,2,365
43339994,Cómodo departamento de provincia en la ciudad,54649215,Astetan,,Iztapalapa,19.36038,-99.13143,Entire home/apt,339,1,0,,,1,268
43341558,En  EL Palomar,67491528,Angelica,,Álvaro Obregón,19.35034,-99.20436,Entire home/apt,439,1,0,,,4,300
43341578,Habitación en centro de Coyoacán 💚Rommie !!,313406228,Maribel,,Coyoacán,19.35211,-99.1586,Private room,350,1,1,2020-11-03,0.26,1,365
43341901,Segura y Limpia cerca del centro y el Aeropuerto,40235618,Jasjit,,Cuauhtémoc,19.46351,-99.1567,Entire home/apt,520,3,2,2021-01-16,0.24,1,347
43342661,"Amazing, 2rooms w/ private patio & pool in terrace",29571425,Paul,,Cuauhtémoc,19.4144,-99.16601,Entire home/apt,2700,5,8,2021-01-02,0.90,2,338
43343259,Habitación privada Flamingos-cerca aeropuerto CDMX,57864436,Gabriela,,Iztacalco,19.40979,-99.07125,Private room,280,1,2,2021-01-17,0.33,1,180
43343635,Linda habitación amueblada en zona muy centrica.,323767275,Adrián,,Benito Juárez,19.373,-99.14217,Private room,247,30,0,,,2,330
43347893,Trendy apt in the hearth of Roma/Condesa,178051145,Sofia,,Cuauhtémoc,19.4189,-99.17069,Entire home/apt,1457,3,1,2020-07-13,0.13,2,329
43350338,Loft cerca de Polanco de lujo totalmente equipado,335430384,Ricardo,,Azcapotzalco,19.4659,-99.15714,Entire home/apt,900,1,0,,,2,313
43350799,Beautiful studio w/ private terrace  near Condesa,40113785,Agustina,,Miguel Hidalgo,19.40983,-99.1879,Entire home/apt,702,2,1,2020-12-19,0.44,1,246
43350822,"Departamento completo, cerca del aeropuerto, cdmx",342007347,Laura,,Gustavo A. Madero,19.46003,-99.09996,Entire home/apt,450,1,10,2021-02-08,1.35,2,56
43355180,"Practico, comodo y ubicado!!",126531243,Aldo,,Coyoacán,19.3417,-99.13307,Private room,700,1,0,,,1,365
43355676,Espacioso depa c/ parking en Polanco RESERVA YA!,22758914,Raquel,,Miguel Hidalgo,19.43799,-99.20501,Entire home/apt,2029,1,17,2021-02-21,2.31,116,355
43356526,Departamento Moderno Vista Presidente Masaryk 123,185017000,Eloy,,Miguel Hidalgo,19.43307,-99.19479,Entire home/apt,1700,2,17,2021-01-28,2.14,5,256
43357081,AMPLIO Y LUMINOSO DEPA EN COYOACÁN,46035038,Bianca,,Coyoacán,19.34276,-99.15697,Entire home/apt,819,2,43,2021-01-17,5.33,1,207
43357263,Loft Recinto Santa Fe,345398906,Humberto,,Cuajimalpa de Morelos,19.35003,-99.29331,Entire home/apt,699,1,0,,,1,89
43357490,"Cosy, fresh and comfortable room surrounded trees",247835073,Brandon & Evelyn,,Gustavo A. Madero,19.49223,-99.14826,Private room,250,15,2,2021-01-18,0.23,3,331
43358594,Lovely  private room near subway and park,22848188,Magali,,Benito Juárez,19.38181,-99.16352,Private room,270,2,4,2021-01-24,0.46,1,265
43358772,Nuevo departamento a 15 min de Polanco y Reforma!!,119001142,Gilberto,,Miguel Hidalgo,19.44479,-99.17644,Entire home/apt,599,2,1,2020-08-02,0.14,2,0
43363329,Se renta departamento sin amueblar (3 a 6 meses),345456661,Fernando,,Cuauhtémoc,19.45291,-99.13283,Entire home/apt,267,29,0,,,1,0
43367213,Luxury apartment,345494227,Jorge,,Miguel Hidalgo,19.44401,-99.20327,Entire home/apt,3600,1,0,,,1,365
43374468,Hermosa cabaña tipo suite,338817903,Adriana,,Tlalpan,19.27176,-99.14489,Entire home/apt,503,1,9,2021-02-19,1.57,1,1
43376573,Posada Aurorita,311905757,Jacaranda,,Coyoacán,19.32345,-99.15862,Private room,450,1,0,,,5,365
43380863,"Amazing PH, two bedrooms Polanco",332024069,Camilo,,Miguel Hidalgo,19.43597,-99.18906,Entire home/apt,1850,2,2,2021-02-22,0.28,7,174
43382166,"🧘🏾‍♀️ Yoga, Bed, & Cocktail Night's 🍸Mujeres ♀️",315670071,Shiv,,Miguel Hidalgo,19.43837,-99.20235,Entire home/apt,4419,1,0,,,3,317
